Latitude (decimal degrees):	35.141
Longitude (decimal degrees):	33.415
Elevation (m):	142
Radiation database:	PVGIS-SARAH3


Slope: 28 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	10000.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230115:1209,2061900.0,56.0,198.59,2.74,25.34,13.7,2.21,0.0
20230115:1309,693500.0,3.82,93.67,1.18,17.29,13.07,1.59,0.0
20230115:1409,370500.0,13.91,45.69,0.6,7.59,12.69,1.52,0.0
20230115:1509,0.0,0.0,0.0,0.0,0.0,11.79,1.45,0.0
20230115:1609,0.0,0.0,0.0,0.0,0.0,11.51,1.52,0.0
20230115:1709,0.0,0.0,0.0,0.0,0.0,11.32,1.52,0.0
20230115:1809,0.0,0.0,0.0,0.0,0.0,11.24,1.38,0.0
20230115:1909,0.0,0.0,0.0,0.0,0.0,11.61,0.9,0.0
20230115:2009,0.0,0.0,0.0,0.0,0.0,11.3,0.69,0.0
20230115:2109,0.0,0.0,0.0,0.0,0.0,11.24,0.48,0.0
20230115:2209,0.0,0.0,0.0,0.0,0.0,10.82,0.9,0.0
20230115:2309,0.0,0.0,0.0,0.0,0.0,10.78,1.17,0.0
20230116:0009,0.0,0.0,0.0,0.0,0.0,10.48,1.31,0.0
20230116:0109,0.0,0.0,0.0,0.0,0.0,10.46,1.52,0.0
20230116:0209,0.0,0.0,0.0,0.0,0.0,10.71,1.66,0.0
20230116:0309,0.0,0.0,0.0,0.0,0.0,10.94,1.72,0.0
20230116:0409,0.0,0.0,0.0,0.0,0.0,11.05,1.79,0.0
20230116:0509,12100.0,0.0,8.47,0.11,2.08,11.03,1.59,0.0
20230116:0609,1540200.0,90.96,104.55,1.58,12.45,11.26,1.52,0.0
20230116:0709,2207200.0,90.48,179.82,2.63,21.47,12.1,1.31,0.0
20230116:0809,2628200.0,85.45,234.75,3.35,28.53,12.59,1.1,0.0
20230116:0909,1381300.0,1.59,176.17,2.2,32.86,13.5,1.1,0.0
20230116:1009,3351500.0,123.41,284.18,4.19,33.81,13.79,1.31,0.0
20230116:1109,1543000.0,8.05,188.33,2.39,31.23,13.85,1.45,0.0
20230116:1209,182100.0,0.0,34.82,0.43,25.54,13.68,1.03,0.0
20230116:1309,88900.0,0.0,21.65,0.27,17.49,13.33,0.69,0.0
20230116:1409,1433400.0,128.36,63.26,1.08,7.77,12.86,0.48,0.0
20230116:1509,0.0,0.0,0.0,0.0,0.0,12.2,0.83,0.0
20230116:1609,0.0,0.0,0.0,0.0,0.0,11.43,1.17,0.0
20230116:1709,0.0,0.0,0.0,0.0,0.0,11.09,1.17,0.0
20230116:1809,0.0,0.0,0.0,0.0,0.0,10.3,1.31,0.0
20230116:1909,0.0,0.0,0.0,0.0,0.0,10.25,1.24,0.0
20230116:2009,0.0,0.0,0.0,0.0,0.0,9.75,1.45,0.0
20230116:2109,0.0,0.0,0.0,0.0,0.0,9.6,1.45,0.0
20230116:2209,0.0,0.0,0.0,0.0,0.0,9.69,1.52,0.0
20230116:2309,0.0,0.0,0.0,0.0,0.0,10.13,1.52,0.0
20230117:0009,0.0,0.0,0.0,0.0,0.0,10.27,1.45,0.0
20230117:0109,0.0,0.0,0.0,0.0,0.0,10.13,1.38,0.0
20230117:0209,0.0,0.0,0.0,0.0,0.0,9.9,1.38,0.0
20230117:0309,0.0,0.0,0.0,0.0,0.0,9.57,1.38,0.0
20230117:0409,0.0,0.0,0.0,0.0,0.0,9.38,1.17,0.0
20230117:0509,21700.0,0.0,10.35,0.13,2.14,9.14,1.1,0.0
20230117:0609,2869000.0,260.29,93.03,2.17,12.53,10.58,0.69,0.0
20230117:0709,1718100.0,47.69,168.2,2.31,21.58,12.96,0.62,0.0
20230117:0809,2074300.0,42.57,216.71,2.91,28.67,14.56,0.55,0.0
20230117:0909,5603600.0,450.6,250.93,5.75,33.03,15.41,0.76,0.0
20230117:1009,1919900.0,17.35,225.48,2.9,34.01,16.22,1.1,0.0
20230117:1109,2833800.0,91.39,259.09,3.7,31.44,16.6,1.31,0.0
20230117:1209,2140600.0,63.9,204.64,2.86,25.75,16.89,1.24,0.0
20230117:1309,1909700.0,94.15,147.74,2.21,17.68,16.63,0.97,0.0
20230117:1409,1611300.0,150.21,66.02,1.18,7.96,16.0,0.55,0.0
20230117:1509,0.0,0.0,0.0,0.0,0.0,14.47,0.41,0.0
20230117:1609,0.0,0.0,0.0,0.0,0.0,13.11,0.9,0.0
20230117:1709,0.0,0.0,0.0,0.0,0.0,11.66,1.03,0.0
20230117:1809,0.0,0.0,0.0,0.0,0.0,10.94,1.17,0.0
20230117:1909,0.0,0.0,0.0,0.0,0.0,10.59,1.52,0.0
20230117:2009,0.0,0.0,0.0,0.0,0.0,10.33,1.66,0.0
20230117:2109,0.0,0.0,0.0,0.0,0.0,9.56,1.79,0.0
20230117:2209,0.0,0.0,0.0,0.0,0.0,9.14,1.79,0.0
20230117:2309,0.0,0.0,0.0,0.0,0.0,8.89,1.86,0.0
20230118:0009,0.0,0.0,0.0,0.0,0.0,8.88,1.72,0.0
20230118:0109,0.0,0.0,0.0,0.0,0.0,8.84,1.59,0.0
20230118:0209,0.0,0.0,0.0,0.0,0.0,8.55,1.52,0.0
20230118:0309,0.0,0.0,0.0,0.0,0.0,8.29,1.45,0.0
20230118:0409,0.0,0.0,0.0,0.0,0.0,8.0,1.38,0.0
20230118:0509,17100.0,0.0,9.41,0.12,2.21,7.82,1.38,0.0
20230118:0609,2884900.0,256.32,96.49,2.19,12.62,9.59,0.97,0.0
20230118:0709,4914400.0,474.8,129.08,4.24,21.7,13.51,0.83,0.0
20230118:0809,6340900.0,659.13,137.67,5.89,28.82,15.78,1.24,0.0
20230118:0909,7147400.0,768.54,141.03,6.88,33.21,16.61,1.59,0.0
20230118:1009,7294200.0,790.62,142.12,7.09,34.22,17.43,1.72,0.0
20230118:1109,6810400.0,730.02,138.53,6.52,31.66,17.92,1.52,0.0
20230118:1209,5732500.0,592.52,131.64,5.24,25.96,18.04,1.1,0.0
20230118:1309,4053600.0,394.48,113.07,3.39,17.89,17.71,0.83,0.0
20230118:1409,1548500.0,142.27,66.92,1.18,8.15,17.03,0.41,0.0
20230118:1509,0.0,0.0,0.0,0.0,0.0,15.66,0.28,0.0
20230118:1609,0.0,0.0,0.0,0.0,0.0,14.95,0.28,0.0
20230118:1709,0.0,0.0,0.0,0.0,0.0,14.03,0.41,0.0
20230118:1809,0.0,0.0,0.0,0.0,0.0,13.12,0.48,0.0
20230118:1909,0.0,0.0,0.0,0.0,0.0,11.96,0.97,0.0
20230118:2009,0.0,0.0,0.0,0.0,0.0,11.28,1.03,0.0
20230118:2109,0.0,0.0,0.0,0.0,0.0,10.63,1.03,0.0
20230118:2209,0.0,0.0,0.0,0.0,0.0,10.15,1.03,0.0
20230118:2309,0.0,0.0,0.0,0.0,0.0,9.65,1.03,0.0
20230119:0009,0.0,0.0,0.0,0.0,0.0,9.32,1.1,0.0
20230119:0109,0.0,0.0,0.0,0.0,0.0,8.89,1.1,0.0
20230119:0209,0.0,0.0,0.0,0.0,0.0,8.49,1.1,0.0
20230119:0309,0.0,0.0,0.0,0.0,0.0,8.24,1.1,0.0
20230119:0409,0.0,0.0,0.0,0.0,0.0,7.95,1.1,0.0
20230119:0509,21900.0,0.0,10.35,0.13,2.28,7.71,1.1,0.0
20230119:0609,2860200.0,252.32,97.01,2.19,12.71,9.07,0.83,0.0
20230119:0709,4882100.0,472.59,129.88,4.25,21.82,13.82,0.62,0.0
20230119:0809,6280700.0,653.43,142.45,5.91,28.98,15.74,0.76,0.0
20230119:0909,7059000.0,773.82,139.52,6.93,33.4,16.57,0.76,0.0
20230119:1009,4329600.0,236.53,301.93,5.04,34.43,17.16,0.9,0.0
20230119:1109,3332900.0,138.45,274.73,4.14,31.88,17.55,1.1,0.0
20230119:1209,4679400.0,376.48,204.05,4.58,26.18,17.65,1.38,0.0
20230119:1309,4054500.0,386.07,115.88,3.39,18.09,17.37,1.72,0.0
20230119:1409,1383500.0,116.48,70.2,1.15,8.35,16.56,1.93,0.0
20230119:1509,0.0,0.0,0.0,0.0,0.0,15.22,1.72,0.0
20230119:1609,0.0,0.0,0.0,0.0,0.0,13.88,1.59,0.0
20230119:1709,0.0,0.0,0.0,0.0,0.0,12.78,1.45,0.0
20230119:1809,0.0,0.0,0.0,0.0,0.0,11.65,1.31,0.0
20230119:1909,0.0,0.0,0.0,0.0,0.0,11.37,1.17,0.0
20230119:2009,0.0,0.0,0.0,0.0,0.0,10.9,1.17,0.0
20230119:2109,0.0,0.0,0.0,0.0,0.0,10.68,1.24,0.0
20230119:2209,0.0,0.0,0.0,0.0,0.0,10.63,1.24,0.0
20230119:2309,0.0,0.0,0.0,0.0,0.0,10.79,1.17,0.0
20230120:0009,0.0,0.0,0.0,0.0,0.0,10.62,1.17,0.0
20230120:0109,0.0,0.0,0.0,0.0,0.0,10.15,1.31,0.0
20230120:0209,0.0,0.0,0.0,0.0,0.0,9.59,1.52,0.0
20230120:0309,0.0,0.0,0.0,0.0,0.0,9.42,1.66,0.0
20230120:0409,0.0,0.0,0.0,0.0,0.0,9.37,1.66,0.0
20230120:0509,363800.0,54.14,12.54,0.23,2.36,9.45,1.66,0.0
20230120:0609,2779700.0,239.88,100.61,2.18,12.82,10.51,1.45,0.0
20230120:0709,4847600.0,451.16,138.64,4.21,21.95,14.21,1.86,0.0
20230120:0809,6388000.0,634.73,150.43,5.88,29.14,15.51,2.69,0.0
20230120:0909,6947300.0,695.74,172.57,6.7,33.59,16.26,2.34,0.0
20230120:1009,6653500.0,618.15,215.97,6.6,34.65,16.92,2.14,0.0
20230120:1109,6581100.0,651.53,173.37,6.33,32.1,17.28,2.14,0.0
20230120:1209,5936100.0,605.1,131.38,5.37,26.4,17.33,2.28,0.0
20230120:1309,4237800.0,407.21,112.91,3.51,18.3,16.99,2.62,0.0
20230120:1409,1857000.0,175.5,68.95,1.35,8.54,16.13,2.41,0.0
20230120:1509,0.0,0.0,0.0,0.0,0.0,14.86,1.86,0.0
20230120:1609,0.0,0.0,0.0,0.0,0.0,13.6,1.45,0.0
20230120:1709,0.0,0.0,0.0,0.0,0.0,12.46,0.9,0.0
20230120:1809,0.0,0.0,0.0,0.0,0.0,12.99,0.28,0.0
20230120:1909,0.0,0.0,0.0,0.0,0.0,12.72,0.41,0.0
20230120:2009,0.0,0.0,0.0,0.0,0.0,12.06,0.76,0.0
20230120:2109,0.0,0.0,0.0,0.0,0.0,11.5,0.83,0.0
20230120:2209,0.0,0.0,0.0,0.0,0.0,10.0,1.03,0.0
20230120:2309,0.0,0.0,0.0,0.0,0.0,8.84,1.24,0.0
20230121:0009,0.0,0.0,0.0,0.0,0.0,8.66,1.31,0.0
20230121:0109,0.0,0.0,0.0,0.0,0.0,8.87,1.31,0.0
20230121:0209,0.0,0.0,0.0,0.0,0.0,8.99,1.31,0.0
20230121:0309,0.0,0.0,0.0,0.0,0.0,9.1,1.38,0.0
20230121:0409,0.0,0.0,0.0,0.0,0.0,9.2,1.45,0.0
20230121:0509,391400.0,58.02,12.67,0.25,2.44,9.26,1.52,0.0
20230121:0609,2818300.0,246.35,99.62,2.21,12.92,10.77,1.24,0.0
20230121:0709,4843600.0,454.14,137.08,4.24,22.09,14.28,1.59,0.0
20230121:0809,6400300.0,637.08,150.14,5.91,29.31,15.93,2.83,0.0
20230121:0909,7277300.0,755.86,151.44,6.95,33.8,16.72,3.03,0.0
20230121:1009,7341200.0,759.05,159.56,7.09,34.87,17.19,3.03,0.0
20230121:1109,5518100.0,423.17,254.33,5.62,32.33,17.37,2.97,0.0
20230121:1209,5828200.0,572.45,145.16,5.3,26.63,17.3,2.83,0.0
20230121:1309,4258700.0,407.89,113.73,3.55,18.52,16.92,2.83,0.0
20230121:1409,1908200.0,179.98,70.27,1.39,8.74,16.09,2.62,0.0
20230121:1509,0.0,0.0,0.0,0.0,0.0,14.84,2.07,0.0
20230121:1609,0.0,0.0,0.0,0.0,0.0,13.66,1.66,0.0
20230121:1709,0.0,0.0,0.0,0.0,0.0,12.53,1.45,0.0
20230121:1809,0.0,0.0,0.0,0.0,0.0,11.49,1.31,0.0
20230121:1909,0.0,0.0,0.0,0.0,0.0,11.38,1.38,0.0
20230121:2009,0.0,0.0,0.0,0.0,0.0,10.86,1.38,0.0
20230121:2109,0.0,0.0,0.0,0.0,0.0,10.45,1.45,0.0
20230121:2209,0.0,0.0,0.0,0.0,0.0,10.15,1.52,0.0
20230121:2309,0.0,0.0,0.0,0.0,0.0,9.91,1.59,0.0
20230122:0009,0.0,0.0,0.0,0.0,0.0,9.71,1.66,0.0
20230122:0109,0.0,0.0,0.0,0.0,0.0,9.5,1.72,0.0
20230122:0209,0.0,0.0,0.0,0.0,0.0,9.44,1.72,0.0
20230122:0309,0.0,0.0,0.0,0.0,0.0,9.27,1.66,0.0
20230122:0409,0.0,0.0,0.0,0.0,0.0,9.32,1.66,0.0
20230122:0509,315000.0,44.73,14.32,0.25,2.53,9.36,1.59,0.0
20230122:0609,2727200.0,231.93,102.79,2.19,13.04,10.7,1.31,0.0
20230122:0709,4803300.0,446.66,140.03,4.24,22.23,14.49,1.59,0.0
20230122:0809,6365600.0,628.08,153.15,5.9,29.48,16.05,3.03,0.0
20230122:0909,7244700.0,746.88,154.57,6.94,34.0,16.78,3.17,0.0
20230122:1009,6786300.0,629.21,214.5,6.71,35.1,17.28,3.03,0.0
20230122:1109,6392100.0,594.48,199.28,6.23,32.57,17.5,2.76,0.0
20230122:1209,4733700.0,367.71,212.13,4.66,26.85,17.51,2.62,0.0
20230122:1309,3980100.0,361.31,126.65,3.42,18.73,17.12,2.69,0.0
20230122:1409,1929200.0,181.84,71.21,1.43,8.95,16.32,2.34,0.0
20230122:1509,0.0,0.0,0.0,0.0,0.0,15.12,1.66,0.0
20230122:1609,0.0,0.0,0.0,0.0,0.0,13.83,1.38,0.0
20230122:1709,0.0,0.0,0.0,0.0,0.0,12.46,1.24,0.0
20230122:1809,0.0,0.0,0.0,0.0,0.0,11.45,1.24,0.0
20230122:1909,0.0,0.0,0.0,0.0,0.0,10.66,1.45,0.0
20230122:2009,0.0,0.0,0.0,0.0,0.0,10.09,1.52,0.0
20230122:2109,0.0,0.0,0.0,0.0,0.0,9.67,1.59,0.0
20230122:2209,0.0,0.0,0.0,0.0,0.0,9.32,1.59,0.0
20230122:2309,0.0,0.0,0.0,0.0,0.0,8.96,1.66,0.0
20230123:0009,0.0,0.0,0.0,0.0,0.0,8.75,1.66,0.0
20230123:0109,0.0,0.0,0.0,0.0,0.0,8.64,1.72,0.0
20230123:0209,0.0,0.0,0.0,0.0,0.0,8.36,1.72,0.0
20230123:0309,0.0,0.0,0.0,0.0,0.0,8.54,1.66,0.0
20230123:0409,0.0,0.0,0.0,0.0,0.0,8.78,1.52,0.0
20230123:0509,380300.0,53.85,14.71,0.27,2.63,8.94,1.45,0.0
20230123:0609,2777200.0,240.27,100.68,2.22,13.16,10.57,1.1,0.0
20230123:0709,4817200.0,452.91,137.38,4.27,22.38,14.49,1.31,0.0
20230123:0809,6264100.0,619.1,156.11,5.89,29.67,16.31,2.34,0.0
20230123:0909,7139400.0,736.33,158.9,6.93,34.22,17.1,2.62,0.0
20230123:1009,6649900.0,608.35,223.6,6.67,35.33,17.62,2.55,0.0
20230123:1109,6120800.0,541.94,220.72,6.1,32.81,17.92,2.41,0.0
20230123:1209,3458900.0,187.83,237.18,3.91,27.09,17.96,2.34,0.0
20230123:1309,1211200.0,25.23,134.91,1.79,18.95,17.64,2.34,0.0
20230123:1409,1947500.0,183.61,72.13,1.46,9.15,16.82,2.21,0.0
20230123:1509,0.0,0.0,0.0,0.0,0.0,15.55,1.59,0.0
20230123:1609,0.0,0.0,0.0,0.0,0.0,14.1,1.24,0.0
20230123:1709,0.0,0.0,0.0,0.0,0.0,12.95,0.97,0.0
20230123:1809,0.0,0.0,0.0,0.0,0.0,11.71,1.17,0.0
20230123:1909,0.0,0.0,0.0,0.0,0.0,10.75,1.38,0.0
20230123:2009,0.0,0.0,0.0,0.0,0.0,9.81,1.52,0.0
20230123:2109,0.0,0.0,0.0,0.0,0.0,9.37,1.59,0.0
20230123:2209,0.0,0.0,0.0,0.0,0.0,9.12,1.52,0.0
20230123:2309,0.0,0.0,0.0,0.0,0.0,8.91,1.52,0.0
20230124:0009,0.0,0.0,0.0,0.0,0.0,8.71,1.52,0.0
20230124:0109,0.0,0.0,0.0,0.0,0.0,8.3,1.52,0.0
20230124:0209,0.0,0.0,0.0,0.0,0.0,7.8,1.52,0.0
20230124:0309,0.0,0.0,0.0,0.0,0.0,7.69,1.59,0.0
20230124:0409,0.0,0.0,0.0,0.0,0.0,7.52,1.52,0.0
20230124:0509,415400.0,57.02,15.97,0.29,2.73,7.47,1.52,0.0
20230124:0609,2844500.0,244.32,102.1,2.27,13.28,9.18,1.24,0.0
20230124:0709,4872100.0,457.32,138.63,4.33,22.54,14.02,1.31,0.0
20230124:0809,6286700.0,626.05,156.09,5.96,29.86,15.97,1.86,0.0
20230124:0909,7174800.0,744.38,158.87,7.01,34.44,16.94,2.34,0.0
20230124:1009,7475000.0,799.88,146.73,7.35,35.57,17.51,2.48,0.0
20230124:1109,7077000.0,751.85,139.54,6.84,33.05,17.79,2.48,0.0
20230124:1209,5909900.0,591.52,141.99,5.48,27.32,17.81,2.41,0.0
20230124:1309,4200600.0,397.1,120.53,3.62,19.17,17.49,2.28,0.0
20230124:1409,1764400.0,156.8,75.98,1.42,9.36,16.76,1.93,0.0
20230124:1509,0.0,0.0,0.0,0.0,0.0,15.47,1.45,0.0
20230124:1609,0.0,0.0,0.0,0.0,0.0,13.66,1.17,0.0
20230124:1709,0.0,0.0,0.0,0.0,0.0,12.32,1.17,0.0
20230124:1809,0.0,0.0,0.0,0.0,0.0,10.95,1.38,0.0
20230124:1909,0.0,0.0,0.0,0.0,0.0,10.27,1.45,0.0
20230124:2009,0.0,0.0,0.0,0.0,0.0,9.66,1.59,0.0
20230124:2109,0.0,0.0,0.0,0.0,0.0,9.3,1.66,0.0
20230124:2209,0.0,0.0,0.0,0.0,0.0,8.98,1.66,0.0
20230124:2309,0.0,0.0,0.0,0.0,0.0,8.63,1.59,0.0
20230125:0009,0.0,0.0,0.0,0.0,0.0,8.42,1.38,0.0
20230125:0109,0.0,0.0,0.0,0.0,0.0,8.21,1.31,0.0
20230125:0209,0.0,0.0,0.0,0.0,0.0,8.0,1.24,0.0
20230125:0309,0.0,0.0,0.0,0.0,0.0,7.85,1.24,0.0
20230125:0409,0.0,0.0,0.0,0.0,0.0,7.65,1.17,0.0
20230125:0509,399700.0,54.86,15.83,0.29,2.83,7.24,1.24,0.0
20230125:0609,2811200.0,240.16,102.42,2.27,13.41,8.68,0.83,0.0
20230125:0709,4736000.0,436.16,145.63,4.28,22.7,13.89,0.83,0.0
20230125:0809,6154300.0,609.08,162.43,5.92,30.05,15.66,1.17,0.0
20230125:0909,6977500.0,715.3,170.01,6.93,34.66,16.58,1.59,0.0
20230125:1009,7357000.0,789.16,152.47,7.35,35.82,17.1,1.66,0.0
20230125:1109,7012600.0,751.82,141.76,6.88,33.3,17.31,1.59,0.0
20230125:1209,5824000.0,585.27,145.04,5.49,27.57,17.28,1.38,0.0
20230125:1309,4182900.0,397.68,121.28,3.65,19.4,17.12,1.31,0.0
20230125:1409,1812600.0,161.24,77.28,1.46,9.56,16.45,1.52,0.0
20230125:1509,0.0,0.0,0.0,0.0,0.0,15.18,1.24,0.0
20230125:1609,0.0,0.0,0.0,0.0,0.0,13.32,1.03,0.0
20230125:1709,0.0,0.0,0.0,0.0,0.0,12.81,0.83,0.0
20230125:1809,0.0,0.0,0.0,0.0,0.0,12.29,0.76,0.0
20230125:1909,0.0,0.0,0.0,0.0,0.0,10.25,1.24,0.0
20230125:2009,0.0,0.0,0.0,0.0,0.0,9.46,1.24,0.0
20230125:2109,0.0,0.0,0.0,0.0,0.0,8.87,1.38,0.0
20230125:2209,0.0,0.0,0.0,0.0,0.0,8.54,1.52,0.0
20230125:2309,0.0,0.0,0.0,0.0,0.0,8.29,1.59,0.0
20230126:0009,0.0,0.0,0.0,0.0,0.0,8.05,1.52,0.0
20230126:0109,0.0,0.0,0.0,0.0,0.0,7.9,1.38,0.0
20230126:0209,0.0,0.0,0.0,0.0,0.0,7.86,1.31,0.0
20230126:0309,0.0,0.0,0.0,0.0,0.0,7.71,1.24,0.0
20230126:0409,0.0,0.0,0.0,0.0,0.0,7.66,1.1,0.0
20230126:0509,332500.0,43.18,17.41,0.29,2.95,7.51,1.03,0.0
20230126:0609,2540100.0,200.01,110.96,2.18,13.55,9.02,0.69,0.0
20230126:0709,4589400.0,408.42,154.3,4.21,22.86,13.05,0.55,0.0
20230126:0809,6008400.0,584.31,171.96,5.86,30.25,15.15,0.69,0.0
20230126:0909,6897200.0,712.49,169.31,6.93,34.9,16.21,1.03,0.0
20230126:1009,7207000.0,766.25,160.15,7.28,36.07,16.84,1.24,0.0
20230126:1109,6910800.0,730.08,149.56,6.82,33.56,17.22,1.52,0.0
20230126:1209,5794200.0,574.2,149.05,5.48,27.81,17.3,1.66,0.0
20230126:1309,4212900.0,396.46,123.22,3.69,19.63,17.06,1.86,0.0
20230126:1409,1864300.0,167.82,76.12,1.5,9.77,16.31,2.28,0.0
20230126:1509,0.0,0.0,0.0,0.0,0.0,14.99,2.0,0.0
20230126:1609,0.0,0.0,0.0,0.0,0.0,13.63,1.79,0.0
20230126:1709,0.0,0.0,0.0,0.0,0.0,12.71,1.66,0.0
20230126:1809,0.0,0.0,0.0,0.0,0.0,11.5,1.31,0.0
20230126:1909,0.0,0.0,0.0,0.0,0.0,12.47,0.76,0.0
20230126:2009,0.0,0.0,0.0,0.0,0.0,11.55,1.03,0.0
20230126:2109,0.0,0.0,0.0,0.0,0.0,10.24,1.45,0.0
20230126:2209,0.0,0.0,0.0,0.0,0.0,9.47,1.93,0.0
20230126:2309,0.0,0.0,0.0,0.0,0.0,9.45,2.07,0.0
20230127:0009,0.0,0.0,0.0,0.0,0.0,9.37,2.21,0.0
20230127:0109,0.0,0.0,0.0,0.0,0.0,9.41,2.21,0.0
20230127:0209,0.0,0.0,0.0,0.0,0.0,10.51,2.55,0.0
20230127:0309,0.0,0.0,0.0,0.0,0.0,11.06,2.83,0.0
20230127:0409,0.0,0.0,0.0,0.0,0.0,11.48,2.62,0.0
20230127:0509,93500.0,9.23,14.58,0.2,3.07,11.68,2.48,0.0
20230127:0609,337600.0,0.0,54.58,0.68,13.69,12.55,2.62,0.0
20230127:0709,2062200.0,67.13,186.38,2.65,23.04,14.05,4.34,0.0
20230127:0809,3631000.0,172.94,262.41,4.2,30.46,15.08,4.41,0.0
20230127:0909,3680400.0,145.3,298.42,4.53,35.13,15.75,4.14,0.0
20230127:1009,2468800.0,38.01,265.39,3.52,36.33,16.02,4.21,0.0
20230127:1109,6065600.0,499.01,236.21,6.05,33.82,16.34,4.34,0.0
20230127:1209,5710400.0,526.42,163.34,5.31,28.06,16.39,4.34,0.0
20230127:1309,4231900.0,386.49,124.33,3.66,19.86,16.1,4.34,0.0
20230127:1409,620300.0,22.62,67.96,0.91,9.99,15.32,3.79,0.0
20230127:1509,0.0,0.0,0.0,0.0,0.0,14.58,3.24,0.0
20230127:1609,0.0,0.0,0.0,0.0,0.0,13.92,2.97,0.0
20230127:1709,0.0,0.0,0.0,0.0,0.0,13.89,2.76,0.0
20230127:1809,0.0,0.0,0.0,0.0,0.0,13.86,2.41,0.0
20230127:1909,0.0,0.0,0.0,0.0,0.0,14.24,1.59,0.0
20230127:2009,0.0,0.0,0.0,0.0,0.0,14.1,1.59,0.0
20230127:2109,0.0,0.0,0.0,0.0,0.0,13.81,2.0,0.0
20230127:2209,0.0,0.0,0.0,0.0,0.0,13.52,2.48,0.0
20230127:2309,0.0,0.0,0.0,0.0,0.0,13.3,2.76,0.0
20230128:0009,0.0,0.0,0.0,0.0,0.0,13.13,2.28,0.0
20230128:0109,0.0,0.0,0.0,0.0,0.0,12.6,1.1,0.0
20230128:0209,0.0,0.0,0.0,0.0,0.0,11.64,0.97,0.0
20230128:0309,0.0,0.0,0.0,0.0,0.0,10.85,1.24,0.0
20230128:0409,0.0,0.0,0.0,0.0,0.0,10.34,1.45,0.0
20230128:0509,409800.0,53.26,18.99,0.34,3.19,9.99,1.59,0.0
20230128:0609,2401000.0,182.59,113.71,2.15,13.84,11.42,1.45,0.0
20230128:0709,4678300.0,412.11,153.56,4.27,23.22,14.46,2.48,0.0
20230128:0809,6198600.0,591.6,167.48,5.92,30.67,15.29,2.69,0.0
20230128:0909,7085400.0,717.45,167.24,7.0,35.38,16.12,2.48,0.0
20230128:1009,7271000.0,761.7,161.51,7.32,36.59,16.71,1.86,0.0
20230128:1109,6822600.0,717.68,153.15,6.82,34.08,17.06,1.24,0.0
20230128:1209,3446400.0,183.04,244.04,4.01,28.31,16.93,0.69,0.0
20230128:1309,3949900.0,355.81,135.29,3.61,20.09,16.75,0.76,0.0
20230128:1409,1555800.0,122.45,83.49,1.43,10.2,16.04,1.1,0.0
20230128:1509,0.0,0.0,0.0,0.0,0.0,14.99,1.1,0.0
20230128:1609,0.0,0.0,0.0,0.0,0.0,13.61,0.9,0.0
20230128:1709,0.0,0.0,0.0,0.0,0.0,12.35,0.76,0.0
20230128:1809,0.0,0.0,0.0,0.0,0.0,11.87,0.76,0.0
20230128:1909,0.0,0.0,0.0,0.0,0.0,12.75,0.83,0.0
20230128:2009,0.0,0.0,0.0,0.0,0.0,11.77,0.97,0.0
20230128:2109,0.0,0.0,0.0,0.0,0.0,10.85,1.17,0.0
20230128:2209,0.0,0.0,0.0,0.0,0.0,9.9,1.31,0.0
20230128:2309,0.0,0.0,0.0,0.0,0.0,9.1,1.52,0.0
20230129:0009,0.0,0.0,0.0,0.0,0.0,8.8,1.59,0.0
20230129:0109,0.0,0.0,0.0,0.0,0.0,8.54,1.66,0.0
20230129:0209,0.0,0.0,0.0,0.0,0.0,8.42,1.66,0.0
20230129:0309,0.0,0.0,0.0,0.0,0.0,8.17,1.66,0.0
20230129:0409,0.0,0.0,0.0,0.0,0.0,8.26,1.66,0.0
20230129:0509,471200.0,59.77,20.44,0.37,3.32,8.1,1.66,0.0
20230129:0609,2993500.0,264.49,100.49,2.45,13.99,9.88,1.31,0.0
20230129:0709,4896800.0,459.46,138.83,4.46,23.4,13.66,1.24,0.0
20230129:0809,6375000.0,637.18,154.23,6.15,30.89,15.36,1.86,0.0
20230129:0909,7082800.0,717.54,170.65,7.06,35.63,16.51,2.34,0.0
20230129:1009,5397500.0,361.97,302.61,5.95,36.86,16.81,2.41,0.0
20230129:1109,6553400.0,619.88,198.27,6.57,34.35,16.55,2.14,0.0
20230129:1209,5576400.0,500.31,180.49,5.35,28.56,15.58,2.55,0.0
20230129:1309,1511000.0,37.9,154.0,2.1,20.32,14.0,2.55,0.0
20230129:1409,1453400.0,105.2,86.09,1.4,10.42,14.1,1.31,0.0
20230129:1509,0.0,0.0,0.0,0.0,0.0,13.74,0.55,0.0
20230129:1609,0.0,0.0,0.0,0.0,0.0,12.25,0.76,0.0
20230129:1709,0.0,0.0,0.0,0.0,0.0,11.19,1.03,0.0
20230129:1809,0.0,0.0,0.0,0.0,0.0,10.22,1.24,0.0
20230129:1909,0.0,0.0,0.0,0.0,0.0,10.41,1.31,0.0
20230129:2009,0.0,0.0,0.0,0.0,0.0,9.66,1.45,0.0
20230129:2109,0.0,0.0,0.0,0.0,0.0,9.45,1.45,0.0
20230129:2209,0.0,0.0,0.0,0.0,0.0,8.81,1.59,0.0
